"id","r","g","b","h","s","v","color","SiO2_percent","Al2O3_percent","B2O3_percent","Li2O_percent","K2O_percent","Na2O_percent","KNaO_percent","BeO_percent","MgO_percent","CaO_percent","SrO_percent","BaO_percent","ZnO_percent","PbO_percent","P2O5_percent","F_percent","V2O5_percent","Cr2O3_percent","MnO_percent","MnO2_percent","FeO_percent","Fe2O3_percent","CoO_percent","NiO_percent","CuO_percent","Cu2O_percent","CdO_percent","TiO2_percent","ZrO_percent","ZrO2_percent","SnO2_percent","HfO2_percent","Nb2O5_percent","Ta2O5_percent","MoO3_percent","WO3_percent","OsO2_percent","IrO2_percent","PtO2_percent","Ag2O_percent","Au2O3_percent","GeO2_percent","As2O3_percent","Sb2O3_percent","Bi2O3_percent","SeO2_percent","La2O3_percent","CeO2_percent","PrO2_percent","Pr2O3_percent","Nd2O3_percent","U3O8_percent","Sm2O3_percent","Eu2O3_percent","Tb2O3_percent","Dy2O3_percent","Ho2O3_percent","Er2O3_percent","Tm2O3_percent","Yb2O3_percent","Lu2O3_percent","loi"
3140,32.00,179.00,120.00,,,,,49.72,16.19,4.00,0.00,0.38,1.88,2.27,0.00,3.24,8.62,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,1.87,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.44
3141,32.00,179.00,120.00,,,,,48.31,15.73,3.89,0.00,0.37,1.83,2.20,0.00,3.15,8.37,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,3.64,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.07
3142,32.00,179.00,120.00,,,,,48.31,15.73,3.89,0.00,0.37,1.83,2.20,0.00,3.15,8.37,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,1.82,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.07
3146,138.00,80.00,33.00,,,,,46.55,15.16,3.75,0.00,0.36,1.76,2.12,0.00,3.04,8.07,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,4.61,0.00,0.00,0.00,0.00,0.00,4.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84
3147,138.00,80.00,33.00,,,,,48.77,15.88,3.93,0.00,0.37,1.85,2.23,0.00,3.18,8.45,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,4.83,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.41
3148,138.00,80.00,33.00,,,,,46.55,15.16,3.75,0.00,0.36,1.76,2.12,0.00,3.04,8.07,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,8.93,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.07
3149,138.00,80.00,33.00,,,,,49.18,16.06,3.75,0.00,0.36,1.76,2.12,0.00,3.04,8.08,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,5.61,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.84
3152,255.00,255.00,0.00,,,,,44.33,15.19,0.00,0.00,2.74,5.81,8.56,0.00,4.33,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.03,0.00,9.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.38
3156,21.00,23.00,74.00,,,,,59.96,10.27,0.46,0.00,2.24,3.24,5.48,0.00,3.26,5.47,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,7.71,1.65,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67
3158,55.00,34.00,156.00,,,,,52.82,7.43,7.73,0.00,3.25,2.05,5.30,0.00,1.02,5.83,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.17,2.42,0.00,0.00,0.00,0.00,0.04,0.00,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.68
3159,33.00,156.00,49.00,,,,,52.82,7.43,7.73,0.00,3.25,2.05,5.30,0.00,1.02,5.83,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,2.47,0.00,0.00,0.04,0.00,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63
3160,145.00,40.00,40.00,,,,,49.94,7.02,7.30,0.00,3.07,1.94,5.01,0.00,0.97,5.51,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.80,0.00,0.00,0.00,0.00,0.00,0.04,0.00,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.21
3162,25.00,19.00,153.00,,,,,61.69,7.72,6.57,0.00,3.13,3.82,6.96,0.00,0.01,5.86,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2.42,0.00,0.00,0.00,0.00,0.01,0.00,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17
3163,29.00,130.00,42.00,,,,,61.69,7.72,6.57,0.00,3.13,3.82,6.96,0.00,0.01,5.86,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,2.47,0.00,0.00,0.01,0.00,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12
3164,130.00,37.00,29.00,,,,,58.33,7.30,6.21,0.00,2.96,3.61,6.58,0.00,0.01,5.54,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,8.69,0.00,0.00,0.00,0.00,0.00,0.01,0.00,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16
3167,40.00,135.00,67.00,,,,,58.91,7.28,7.93,0.00,3.13,6.55,9.69,0.00,0.02,0.95,0.04,2.22,1.71,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.00,0.00,2.47,0.00,0.00,0.02,0.00,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12
3168,135.00,39.00,39.00,,,,,55.70,6.88,7.50,0.00,2.96,6.19,9.16,0.00,0.02,0.90,0.04,2.10,1.62,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,8.69,0.00,0.00,0.00,0.00,0.00,0.02,0.00,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16
3169,148.00,127.00,89.00,,,,,22.32,5.11,5.74,5.31,1.00,3.38,4.38,0.00,17.65,3.83,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,3.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.13
3190,234.00,240.00,197.00,,,,,49.44,8.21,0.00,0.00,3.56,1.11,4.68,0.00,0.03,7.02,0.00,0.00,10.59,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,4.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41
3191,234.00,240.00,197.00,,,,,53.53,8.89,0.00,0.00,3.86,1.20,5.06,0.00,0.04,7.60,0.00,0.00,11.46,0.00,0.01,0.00,0.00,0.91,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93
3192,234.00,240.00,197.00,,,,,53.04,8.81,0.00,0.00,3.82,1.19,5.02,0.00,0.04,7.53,0.00,0.00,11.36,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,1.81,0.00,0.00,0.00,5.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.87
3193,234.00,240.00,197.00,,,,,53.04,8.81,0.00,0.00,3.82,1.19,5.02,0.00,0.04,7.53,0.00,0.00,11.36,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.14,0.00,0.00,0.00,0.00,5.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.54
3194,234.00,240.00,197.00,,,,,52.56,8.73,0.00,0.00,3.79,1.18,4.97,0.00,0.04,7.46,0.00,0.00,11.26,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,1.74,0.00,0.00,4.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.77
3195,234.00,240.00,197.00,,,,,50.30,8.35,0.00,0.00,3.62,1.13,4.76,0.00,0.03,7.14,0.00,0.00,10.77,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,10.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52
3196,234.00,240.00,197.00,,,,,52.09,8.65,0.00,0.00,3.75,1.17,4.93,0.00,0.04,7.40,0.00,0.00,11.16,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.53,0.00,0.00,0.00,0.00,0.00,4.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93
3214,255.00,0.00,0.00,,,,,37.90,12.24,1.76,2.93,1.83,8.11,9.94,0.00,0.32,6.88,0.03,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.81
3215,255.00,0.00,0.00,,,,,45.47,12.36,2.19,0.00,1.03,3.06,4.09,0.00,2.72,10.91,0.00,0.00,0.00,0.00,3.83,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.61
3216,255.00,0.00,0.00,,,,,44.67,12.14,2.15,0.00,1.01,3.01,4.02,0.00,2.67,10.72,0.00,0.00,0.00,0.00,3.76,0.00,0.00,0.00,0.00,0.00,0.00,8.72,0.00,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.44
3217,255.00,0.00,0.00,,,,,46.83,13.02,2.25,0.80,0.57,2.10,2.67,0.00,2.77,9.99,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,0.00,0.00,0.00,8.74,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76
3218,255.00,0.00,0.00,,,,,39.15,12.64,1.82,3.03,1.89,8.38,10.27,0.00,0.33,7.10,0.03,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,1.29,3.37,0.00,0.00,0.00,0.00,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.73
3219,255.00,0.00,0.00,,,,,41.65,12.54,2.02,3.03,1.92,8.49,10.42,0.00,0.37,8.18,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.29,3.36,0.00,0.00,0.00,0.00,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.88
3220,255.00,0.00,0.00,,,,,50.97,5.29,6.38,0.00,1.89,1.52,3.42,0.00,5.18,6.14,0.11,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,12.43,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
3221,98.00,185.00,214.00,,,,,40.32,10.81,2.32,0.00,4.15,1.54,5.70,0.00,0.39,2.50,0.04,14.75,9.40,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,3.15,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40
3222,98.00,185.00,214.00,,,,,44.43,14.54,0.00,0.00,2.39,3.39,5.78,0.00,0.03,10.91,0.00,0.00,8.49,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,3.64,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.93
3223,98.00,185.00,214.00,,,,,52.95,6.99,5.20,0.00,3.69,1.96,5.65,0.00,0.86,10.97,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.86
3224,98.00,185.00,214.00,,,,,56.99,10.27,2.05,0.00,2.01,1.48,3.50,0.00,3.33,10.65,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,3.26,0.56,0.00,0.43,0.00,0.00,4.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.91
3225,247.00,42.00,42.00,,,,,50.64,5.30,6.61,0.00,1.72,1.58,3.31,0.00,4.85,6.28,0.12,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,12.27,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.41
3226,120.00,120.00,250.00,,,,,50.87,12.83,5.89,0.00,2.06,5.26,7.33,0.00,0.98,5.85,0.10,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.21,1.16,0.00,0.00,0.00,0.00,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.35
3227,240.00,9.00,9.00,,,,,46.54,7.74,4.86,0.00,0.73,2.23,2.97,0.00,0.80,15.30,0.08,0.00,0.00,0.00,0.02,0.00,0.00,0.70,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.08
3228,240.00,9.00,9.00,,,,,55.03,9.13,3.06,0.00,0.96,3.11,4.08,0.00,0.08,13.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.74
3229,194.00,184.00,50.00,,,,,40.15,12.38,0.00,0.00,2.11,3.31,5.43,0.00,0.04,6.46,10.60,0.00,10.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,1.43,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.22
3230,165.00,173.00,217.00,,,,,60.14,8.19,4.92,0.00,2.24,3.42,5.67,0.00,0.78,5.28,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.86,0.00,0.00,0.00,0.00,4.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.52
3231,165.00,173.00,217.00,,,,,44.12,13.29,0.00,0.00,4.78,1.43,6.21,0.00,0.01,9.51,0.00,3.40,7.89,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.52
3232,171.00,53.00,104.00,,,,,50.16,12.39,2.85,0.00,5.48,2.08,7.57,0.00,0.46,7.23,0.05,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.86
3233,171.00,81.00,51.00,,,,,57.78,6.65,6.82,0.00,0.21,3.10,3.32,0.00,2.71,5.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.61,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77
3234,171.00,81.00,51.00,,,,,53.92,7.57,12.00,0.00,0.15,4.37,4.52,0.00,0.06,8.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.72,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45
3240,245.00,3.00,3.00,,,,,59.59,10.91,0.00,0.00,1.69,1.27,2.97,0.00,0.95,7.76,0.00,0.00,0.91,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,8.01,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.72
3241,245.00,3.00,3.00,,,,,60.95,11.22,0.00,0.00,4.33,1.29,5.62,0.00,0.01,7.10,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,7.15,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50
3242,245.00,0.00,225.00,,,,,52.93,10.21,1.71,0.00,5.01,1.71,6.73,0.00,1.47,7.82,0.00,0.00,3.81,0.00,6.4e-03,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.63,0.00,0.00,3.13,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43
3243,245.00,0.00,225.00,,,,,52.90,10.20,1.71,0.00,5.01,1.71,6.73,0.00,1.47,7.82,0.00,0.00,3.81,0.00,6.4e-03,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.65,0.00,0.00,0.00,0.00,3.13,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.46
